Experiment	Paper	Pathogen	Classification	VOC	PubChem ID	Analytical Method	Sample origin															
344	64	Escherichia coli	Gram negative bacterium	methanethiol	878	SIFT-MS analysis	ATCC 25922															
344	64	Escherichia coli	Gram negative bacterium	indole	798	SIFT-MS analysis	ATCC 25922															
344	64	Escherichia coli	Gram negative bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	ATCC 25922															
344	64	Escherichia coli	Gram negative bacterium	propene	8252	SIFT-MS analysis	ATCC 25922															
345	62	Fusobacterium simiae	Gram negative bacterium	acetic acid	176	SPME and GC analyis	unknown															
345	62	Fusobacterium simiae	Gram negative bacterium	propanoic acid	1032	SPME and GC analyis	unknown															
345	62	Fusobacterium simiae	Gram negative bacterium	butanoic acid	264	SPME and GC analyis	unknown															
345	62	Fusobacterium simiae	Gram negative bacterium	3-methylbutanoic acid	10430	SPME and GC analyis	unknown															
345	62	Fusobacterium simiae	Gram negative bacterium	pentanoic acid	7991	SPME and GC analyis	unknown															
346	62	Fusobacterium necrophorum	Gram negative bacterium	acetic acid	176	SPME and GC analyis	unknown															
346	62	Fusobacterium necrophorum	Gram negative bacterium	propanoic acid	1032	SPME and GC analyis	unknown															
346	62	Fusobacterium necrophorum	Gram negative bacterium	butanoic acid	264	SPME and GC analyis	unknown															
346	62	Fusobacterium necrophorum	Gram negative bacterium	pentanoic acid	7991	SPME and GC analyis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	2-butanone	6569	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	2-butanol	6568	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	isobutanol	6560	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	isoamyl acetate	31276	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	2-heptanone	8051	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	isopentanol	31260	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	2-nonanone	13187	GC-MS analysis	unknown															
347	65	Klebsiella  pneumoniae	Gram negative bacterium	2-undecanone	8163	GC-MS analysis	unknown															
348	62	Klebsiella  pneumoniae	Gram negative bacterium	acetic acid	176	SPME and GC analysis	reference strain															
348	62	Klebsiella  pneumoniae	Gram negative bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
348	62	Klebsiella  pneumoniae	Gram negative bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
349	62	Klebsiella  pneumoniae	Gram negative bacterium	acetic acid	176	SPME and GC analysis	reference strain															
349	62	Klebsiella  pneumoniae	Gram negative bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
350	62	Klebsiella  pneumoniae	Gram negative bacterium	acetic acid	176	SPME and GC analysis	unknown															
350	62	Klebsiella  pneumoniae	Gram negative bacterium	propanoic acid	1032	SPME and GC analysis	unknown															
350	62	Klebsiella  pneumoniae	Gram negative bacterium	butanoic acid	264	SPME and GC analysis	unknown															
350	62	Klebsiella  pneumoniae	Gram negative bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	unknown															
351	64	Neisseria meningitidis	Gram negative bacterium	acetic acid	176	SIFT-MS analysis	NZESR 1033															
351	64	Neisseria meningitidis	Gram negative bacterium	ammonia	222	SIFT-MS analysis	NZESR 1033															
351	64	Neisseria meningitidis	Gram negative bacterium	hydrogen sulfide	402	SIFT-MS analysis	NZESR 1033															
351	64	Neisseria meningitidis	Gram negative bacterium	methanethiol	878	SIFT-MS analysis	NZESR 1033															
352	62	Nocardia sp.	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
352	62	Nocardia sp.	Gram positive bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
353	62	Peptococcus niger	Gram positive bacterium	2-methylpropanoic acid	6590	SPME and GC analysis	reference strain															
353	62	Peptococcus niger	Gram positive bacterium	butanoic acid	264	SPME and GC analysis	reference strain															
353	62	Peptococcus niger	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
353	62	Peptococcus niger	Gram positive bacterium	pentanoic acid	7991	SPME and GC analysis	reference strain															
353	62	Peptococcus niger	Gram positive bacterium	hexanoic acid	8892	SPME and GC analysis	reference strain															
354	62	Peptostreptococcus anaerobius	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
354	62	Peptostreptococcus anaerobius	Gram positive bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
354	62	Peptostreptococcus anaerobius	Gram positive bacterium	2-methylpropanoic acid	6590	SPME and GC analysis	reference strain															
354	62	Peptostreptococcus anaerobius	Gram positive bacterium	butanoic acid	264	SPME and GC analysis	reference strain															
354	62	Peptostreptococcus anaerobius	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
354	62	Peptostreptococcus anaerobius	Gram positive bacterium	4-methylpentanoic acid	12587	SPME and GC analysis	reference strain															
355	62	Peptostreptococcus asaccharolyticus	Gram positive bacterium	2-methylpropanoic acid	6590	SPME and GC analysis	reference strain															
355	62	Peptostreptococcus asaccharolyticus	Gram positive bacterium	butanoic acid	264	SPME and GC analysis	reference strain															
355	62	Peptostreptococcus asaccharolyticus	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
355	62	Peptostreptococcus asaccharolyticus	Gram positive bacterium	pentanoic acid	7991	SPME and GC analysis	reference strain															
355	62	Peptostreptococcus asaccharolyticus	Gram positive bacterium	hexanoic acid	8892	SPME and GC analysis	reference strain															
356	62	Peptostreptococcus prevotii	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
356	62	Peptostreptococcus prevotii	Gram positive bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
356	62	Peptostreptococcus prevotii	Gram positive bacterium	2-methylpropanoic acid	6590	SPME and GC analysis	reference strain															
356	62	Peptostreptococcus prevotii	Gram positive bacterium	butanoic acid	264	SPME and GC analysis	reference strain															
356	62	Peptostreptococcus prevotii	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
356	62	Peptostreptococcus prevotii	Gram positive bacterium	pentanoic acid	7991	SPME and GC analysis	reference strain															
356	62	Peptostreptococcus prevotii	Gram positive bacterium	hexanoic acid	8892	SPME and GC analysis	reference strain															
357	62	Propionibacterium acnes	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
357	62	Propionibacterium acnes	Gram positive bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
357	62	Propionibacterium acnes	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
358	62	Propionibacterium acnes	Gram positive bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
359	62	Propionibacterium propionicum	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
359	62	Propionibacterium propionicum	Gram positive bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
359	62	Propionibacterium propionicum	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
360	62	Propionibacterium propionicum	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
360	62	Propionibacterium propionicum	Gram positive bacterium	propanoic acid	1032	SPME and GC analysis	reference strain															
360	62	Propionibacterium propionicum	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
361	62	Proteus mirabilis	Gram negative bacterium	acetic acid	176	SPME and GC analysis	reference strain															
362	65	Proteus mirabilis	Gram negative bacterium	2-butanol	6568	GC-MS analysis	unknown															
362	65	Proteus mirabilis	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	unknown															
362	65	Proteus mirabilis	Gram negative bacterium	isobutanol	6560	GC-MS analysis	unknown															
362	65	Proteus mirabilis	Gram negative bacterium	isoamyl acetate	31276	GC-MS analysis	unknown															
362	65	Proteus mirabilis	Gram negative bacterium	2-heptanone	8051	GC-MS analysis	unknown															
362	65	Proteus mirabilis	Gram negative bacterium	isopentanol	31260	GC-MS analysis	unknown															
362	65	Proteus mirabilis	Gram negative bacterium	2-nonanone	13187	GC-MS analysis	unknown															
362	65	Proteus mirabilis	Gram negative bacterium	2-undecanone	8163	GC-MS analysis	unknown															
363	1	Proteus mirabilis	Gram negative bacterium	1-butanol	263	SIFT-MS analysis	clinical isolate NP1 															
363	1	Proteus mirabilis	Gram negative bacterium	1-pentanol	6276	SIFT-MS analysis	clinical isolate NP1 															
363	1	Proteus mirabilis	Gram negative bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	clinical isolate NP1 															
363	1	Proteus mirabilis	Gram negative bacterium	2-methylbutanal	7284	SIFT-MS analysis	clinical isolate NP1 															
363	1	Proteus mirabilis	Gram negative bacterium	dimethyl disulfide	12232	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	ethanol	702	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	ethyl butanoate	7762	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	formaldehyde	712	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	hydrogen sulfide	402	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	isoprene	6557	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	methanethiol	878	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	phenylacetic acid	999	SIFT-MS analysis	clinical isolate NP1															
363	1	Proteus mirabilis	Gram negative bacterium	trimethylamine	1146	SIFT-MS analysis	clinical isolate NP1															
364	1	Proteus mirabilis	Gram negative bacterium	1-butanol	263	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	1-pentanol	6276	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	2-methylbutanal	7284	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	acetic acid	176	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	acetoin	179	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	butanoic acid	264	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	dimethyl disulfide	12232	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	ethanol	702	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	ethyl acetate	8857	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	ethyl butanoate	7762	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	formaldehyde	712	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	hydrogen sulfide	402	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	isoprene	6557	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	methanethiol	878	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	phenylacetic acid	999	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	pyrrole	8027	SIFT-MS analysis	clinical isolate NP2															
364	1	Proteus mirabilis	Gram negative bacterium	trimethylamine	1146	SIFT-MS analysis	clinical isolate NP2															
365	63	Pseudomonas aeruginosa	Gram negative bacterium	isoprene	6557	GC analysis of headspace	JC9006															
366	63	Pseudomonas aeruginosa	Gram negative bacterium	isoprene	6557	GC analysis of headspace	JC9006															
367	63	Pseudomonas aeruginosa	Gram negative bacterium	isoprene	6557	GC analysis of headspace	JC9006															
368	63	Pseudomonas aeruginosa	Gram negative bacterium	isoprene	6557	GC analysis of headspace	JC9006															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	2-butanone	6569	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	2-butanol	6568	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	isobutanol	6560	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	1-undecene	13190	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	1-butanol	263	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	2-heptanone	8051	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	isopentanol	31260	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	2-nonanone	13187	GC-MS analysis	unknown															
369	65	Pseudomonas aeruginosa	Gram negative bacterium	2-undecanone	8163	GC-MS analysis	unknown															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	ATCC 15692 															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	ammonia	222	SIFT-MS analysis	ATCC 15692 															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	ethanol	702	SIFT-MS analysis	ATCC 15692															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	formaldehyde	712	SIFT-MS analysis	ATCC 15692															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen sulfide	402	SIFT-MS analysis	ATCC 15692															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	isoprene	6557	SIFT-MS analysis	ATCC 15692															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	methanethiol	878	SIFT-MS analysis	ATCC 15692															
370	1	Pseudomonas aeruginosa	Gram negative bacterium	trimethylamine	1146	SIFT-MS analysis	ATCC 15692															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	ammonia	222	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	ethanol	702	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	ethyl butanoate	7762	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	formaldehyde	712	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen sulfide	402	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	indole	798	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	methanethiol	878	SIFT-MS analysis	ATCC 9027															
371	1	Pseudomonas aeruginosa	Gram negative bacterium	trimethylamine	1146	SIFT-MS analysis	ATCC 9027															
372	64	Pseudomonas aeruginosa	Gram negative bacterium	propene	8252	SIFT-MS analysis	ATCC 27853															
373	62	Staphylococcus aureus	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
373	62	Staphylococcus aureus	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
374	65	Staphylococcus aureus	Gram positive bacterium	2-butanone	6569	GC-MS analysis	unknown															
374	65	Staphylococcus aureus	Gram positive bacterium	2-butanol	6568	GC-MS analysis	unknown															
374	65	Staphylococcus aureus	Gram positive bacterium	dimethyl sulfide	1068	GC-MS analysis	unknown															
374	65	Staphylococcus aureus	Gram positive bacterium	isobutanol	6560	GC-MS analysis	unknown															
374	65	Staphylococcus aureus	Gram positive bacterium	2-heptanone	8051	GC-MS analysis	unknown															
374	65	Staphylococcus aureus	Gram positive bacterium	isopentanol	31260	GC-MS analysis	unknown															
374	65	Staphylococcus aureus	Gram positive bacterium	acetoin	179	GC-MS analysis	unknown															
374	65	Staphylococcus aureus	Gram positive bacterium	2-nonanone	13187	GC-MS analysis	unknown															
375	1	Staphylococcus aureus	Gram positive bacterium	1-butanol	263	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	1-pentanol	6276	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	2-methylbutanal	7284	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	2-methylpropanal	6561	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	acetic acid	176	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	butanoic acid	264	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	ethanol	702	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	formaldehyde	712	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	hydrogen sulfide	402	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	methanethiol	878	SIFT-MS analysis	 NCTC6571															
375	1	Staphylococcus aureus	Gram positive bacterium	phenylacetic acid	999	SIFT-MS analysis	 NCTC6571															
376	1	Staphylococcus aureus	Gram positive bacterium	1-butanol	263	SIFT-MS analysis	ATCC 8325 															
376	1	Staphylococcus aureus	Gram positive bacterium	1-pentanol	6276	SIFT-MS analysis	ATCC 8325 															
376	1	Staphylococcus aureus	Gram positive bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	2-methylbutanal	7284	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	acetaldehyde	177	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	acetic acid	176	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	butanoic acid	264	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	ethanol	702	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	ethyl butanoate	7762	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	formaldehyde	712	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	methanethiol	878	SIFT-MS analysis	ATCC 8325															
376	1	Staphylococcus aureus	Gram positive bacterium	phenylacetic acid	999	SIFT-MS analysis	ATCC 8325															
377	64	Staphylococcus aureus	Gram positive bacterium	acetone	180	SIFT-MS analysis	ATCC25923															
377	64	Staphylococcus aureus	Gram positive bacterium	ammonia	222	SIFT-MS analysis	ATCC25923															
378	62	Staphylococcus epidermidis	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
378	62	Staphylococcus epidermidis	Gram positive bacterium	3-methylbutanoic acid	10430	SPME and GC analysis	reference strain															
379	66	Staphylococcus epidermidis	Gram positive bacterium	cyclohexanone	7967	SPME and GC-MS analysis	clinical isolate															
379	66	Staphylococcus epidermidis	Gram positive bacterium	acetic acid	176	SPME and GC-MS analysis	clinical isolate															
379	66	Staphylococcus epidermidis	Gram positive bacterium	pentanoic acid	7991	SPME and GC-MS analysis	clinical isolate															
380	66	Staphylococcus epidermidis	Gram positive bacterium	cyclohexanone	7967	SPME and GC-MS analysis	clinical isolate															
380	66	Staphylococcus epidermidis	Gram positive bacterium	acetic acid	176	SPME and GC-MS analysis	clinical isolate															
380	66	Staphylococcus epidermidis	Gram positive bacterium	butanoic acid	264	SPME and GC-MS analysis	clinical isolate															
381	62	Streptococcus agalactiae	Gram positive bacterium	acetic acid	176	SPME and GC analysis	reference strain															
382	64	Streptococcus pneumoniae	Gram positive bacterium	acetaldehyde	177	SIFT-MS analysis	ATCC 49619															
382	64	Streptococcus pneumoniae	Gram positive bacterium	ethanol	702	SIFT-MS analysis	ATCC 49619															
382	64	Streptococcus pneumoniae	Gram positive bacterium	acetone	180	SIFT-MS analysis	ATCC 49619															
382	64	Streptococcus pneumoniae	Gram positive bacterium	hydrogen sulfide	402	SIFT-MS analysis	ATCC 49619															
382	64	Streptococcus pneumoniae	Gram positive bacterium	methanethiol	878	SIFT-MS analysis	ATCC 49619															
382	64	Streptococcus pneumoniae	Gram positive bacterium	dimethyl disulfide	12232	SIFT-MS analysis	ATCC 49619															
382	64	Streptococcus pneumoniae	Gram positive bacterium	2-aminoacetophenone	11952	SIFT-MS analysis	ATCC 49619															
383	1	Streptococcus pyogenes	Gram positive bacterium	1-butanol	263	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	1-pentanol	6276	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	acetoin	179	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	butanoic acid	264	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	ethanol	702	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	ethyl acetate	8857	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	ethyl butanoate	7762	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	formaldehyde	712	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	methanethiol	878	SIFT-MS analysis	clinical isolate															
383	1	Streptococcus pyogenes	Gram positive bacterium	phenylacetic acid	999	SIFT-MS analysis	clinical isolate															
384	1	Streptococcus pyogenes	Gram positive bacterium	1-butanol	263	SIFT-MS analysis	clinical isolate															
384	1	Streptococcus pyogenes	Gram positive bacterium	1-pentanol	6276	SIFT-MS analysis	clinical isolate															
384	1	Streptococcus pyogenes	Gram positive bacterium	ethanol	702	SIFT-MS analysis	clinical isolate															
384	1	Streptococcus pyogenes	Gram positive bacterium	ethyl butanoate	7762	SIFT-MS analysis	clinical isolate															
384	1	Streptococcus pyogenes	Gram positive bacterium	formaldehyde	712	SIFT-MS analysis	clinical isolate															
384	1	Streptococcus pyogenes	Gram positive bacterium	methanethiol	878	SIFT-MS analysis	clinical isolate															
384	1	Streptococcus pyogenes	Gram positive bacterium	phenylacetic acid	999	SIFT-MS analysis	clinical isolate															
385	62	Streptococcus pyogenes	Gram positive bacterium	acetic acid	176	SPME and GC analysis	unknown															
386	62	Streptococcus viridans	Gram positive bacterium	acetic acid	176	SPME and GC analysis	unknown															
387	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
387	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
387	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
387	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
388	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
388	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
388	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
388	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
388	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
389	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
389	13	Escherichia coli	Gram negative bacterium	1-octanol	957	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
389	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
389	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
389	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
389	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
390	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
390	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
390	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
390	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
391	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
391	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
391	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
391	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
392	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
392	13	Escherichia coli	Gram negative bacterium	1-octanol	957	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
392	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
392	13	Escherichia coli	Gram negative bacterium	9-decenol	25612	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
392	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
392	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
392	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
393	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
393	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
393	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
394	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
394	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
394	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
